SL,region,YEAR,Month,Max Temp,Min Temp,Rainfall,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Station Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period
18582,chittagong,2008,12,31.7,14.9,0,87,0.1,0.7,5.9,41965,668856.2,504500.3,22.64,91.64,4,2008.12
18583,chittagong,2009,12,30.8,12.7,0,80,1.2,0.3,7.4,41965,668856.2,504500.3,22.64,91.64,4,2009.12
18584,chittagong,2010,12,32.1,13.6,5,80,1.2,1.3,7.6,41965,668856.2,504500.3,22.64,91.64,4,2010.12
18585,chittagong,2011,12,31.9,13.6,0,82,1.7,1,6.4,41965,668856.2,504500.3,22.64,91.64,4,2011.12
18586,chittagong,2012,12,30.2,12,1,82,1,1.3,7,41965,668856.2,504500.3,22.64,91.64,4,2012.12
18587,chittagong,2013,12,31,13.3,0,81,0.9,0.7,7.4,41965,668856.2,504500.3,22.64,91.64,4,2013.12
18588,sylhet division,1948,1,27.7,9,8.015384615,75,0.464814815,2.4,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1948.01
18589,sylhet division,1949,1,27.9,9,6,75,0.464814815,0.9,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1949.01
18590,sylhet division,1950,1,28.3,8.4,0,91,0.464814815,1.7,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1950.01
18591,sylhet division,1951,1,26.7,7.5,1,92,0.464814815,0.9,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1951.01
18592,sylhet division,1952,1,28.8,8.9,0,89,0.464814815,1.5,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1952.01
18593,sylhet division,1953,1,27.3,7.8,9,90,0.464814815,1.9,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1953.01
18594,sylhet division,1954,1,27.9,6.7,1,91,0.464814815,1.1,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1954.01
18595,sylhet division,1955,1,27.3,7.6,3,88,0.464814815,0.9,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1955.01
18596,sylhet division,1956,1,27.8,8.3,11,88,0.464814815,0.8,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1956.01
18597,sylhet division,1957,1,27.3,9.8,32,90,0.464814815,1.9,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1957.01
18598,sylhet division,1958,1,29.5,9.6,6,87,0.464814815,1.5,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1958.01
18599,sylhet division,1959,1,29.7,9.5,69,85,0.464814815,1.8,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1959.01
18600,sylhet division,1960,1,28.1,7.1,0,79,0,1,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1960.01
18601,sylhet division,1961,1,30.1,9.6,1,82,0.2,1.5,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1961.01
18602,sylhet division,1962,1,29.4,6.5,15,82,0.2,0.6,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1962.01
18603,sylhet division,1963,1,37.8,6.2,0,78,0,0.4,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1963.01
18604,sylhet division,1964,1,28.9,8.5,9,81,0,0.5,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1964.01
18605,sylhet division,1965,1,29.4,8.2,0,84,0,0.2,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1965.01
18606,sylhet division,1966,1,27.2,10.3,31,87,0.2,2.6,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1966.01
18607,sylhet division,1967,1,29.9,9.9,46,86,0.1,1.2,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1967.01
18608,sylhet division,1968,1,28.3,8.3,0,84,0.1,1.1,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1968.01
18609,sylhet division,1969,1,28.3,7.5,71,86,0,1.4,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1969.01
18610,sylhet division,1970,1,26.6,7.5,36,91,0,0.6,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1970.01
18611,sylhet division,1971,1,26.6,8.6,4,82,0,1.5,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1971.01
18612,sylhet division,1972,1,27.7,8,0,88,0.1,0.4,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1972.01
18613,sylhet division,1973,1,27.7,8.3,0,86,0,0.5,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1973.01
18614,sylhet division,1974,1,26.6,8.7,0,82,0,0.5,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1974.01
18615,sylhet division,1975,1,28.8,8,0,82,0,0,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1975.01
18616,sylhet division,1976,1,27.7,8.7,0,82,0,0.3,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1976.01
18617,sylhet division,1977,1,31.1,8.5,0,86,0.2,0,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1977.01
18618,sylhet division,1978,1,26.6,6.6,0,82,0.2,0.4,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1978.01
18619,sylhet division,1979,1,29.4,10.6,2,86,0.2,0,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1979.01
18620,sylhet division,1980,1,26.6,9.5,0,82,0.2,0.1,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1980.01
18621,sylhet division,1981,1,26.4,9.1,3,82,0.2,1,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1981.01
18622,sylhet division,1982,1,31,9.9,0,82,0.2,0,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1982.01
18623,sylhet division,1983,1,29.5,12.9,1,82,0.2,0.7,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1983.01
18624,sylhet division,1984,1,27,9.1,11,72,0.2,0,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1984.01
18625,sylhet division,1985,1,26.5,9.5,5,82,0.2,0,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1985.01
18626,sylhet division,1986,1,28.1,10.5,3,72,0.4,2.1,7.3,41915,675761.6,687095.9,24.29,91.73,23,1986.01
18627,sylhet division,1987,1,29.4,10.4,9,71,0.5,1.3,8.2,41915,675761.6,687095.9,24.29,91.73,23,1987.01
18628,sylhet division,1988,1,28.4,10.3,0,69,0.6,1.5,8.6,41915,675761.6,687095.9,24.29,91.73,23,1988.01
18629,sylhet division,1989,1,27.4,8.8,0,80,0.4,0.6,8.2,41915,675761.6,687095.9,24.29,91.73,23,1989.01
18630,sylhet division,1990,1,29.4,11,0,81,0.1,0.8,6.6,41915,675761.6,687095.9,24.29,91.73,23,1990.01
18631,sylhet division,1991,1,29.4,9.7,0,78,0.2,1.4,7.4,41915,675761.6,687095.9,24.29,91.73,23,1991.01
18632,sylhet division,1992,1,28.2,10.8,0,82,0.1,0.8,6.4,41915,675761.6,687095.9,24.29,91.73,23,1992.01
18633,sylhet division,1993,1,29,9.6,2,80,0.2,1.2,6.1,41915,675761.6,687095.9,24.29,91.73,23,1993.01
18634,sylhet division,1994,1,28.4,10.5,11,72,0.1,0.9,7.5,41915,675761.6,687095.9,24.29,91.73,23,1994.01
18635,sylhet division,1995,1,27.6,8.6,4,69,0.2,1.6,7,41915,675761.6,687095.9,24.29,91.73,23,1995.01
18636,sylhet division,1996,1,27.6,9.3,0,81,0.4,0.9,8.1,41915,675761.6,687095.9,24.29,91.73,23,1996.01
18637,sylhet division,1997,1,27.5,8.7,2,80,0.5,1.7,6.7,41915,675761.6,687095.9,24.29,91.73,23,1997.01
18638,sylhet division,1998,1,27,10.3,12,84,0.4,3,5.1,41915,675761.6,687095.9,24.29,91.73,23,1998.01
18639,sylhet division,1999,1,29.2,9.8,0,81,0.2,0.8,8.1,41915,675761.6,687095.9,24.29,91.73,23,1999.01
18640,sylhet division,2000,1,28.6,9.7,49,81,0.5,1.5,7,41915,675761.6,687095.9,24.29,91.73,23,2000.01
18641,sylhet division,2001,1,28.5,8.2,0,79,0.4,0.6,8.5,41915,675761.6,687095.9,24.29,91.73,23,2001.01
18642,sylhet division,2002,1,28.5,11.2,15,84,0.4,1.8,7.5,41915,675761.6,687095.9,24.29,91.73,23,2002.01
18643,sylhet division,2003,1,29.2,9.4,0,84,0.5,1.3,6.4,41915,675761.6,687095.9,24.29,91.73,23,2003.01
18644,sylhet division,2004,1,28,11.4,0,85,0.5,2.9,5.7,41915,675761.6,687095.9,24.29,91.73,23,2004.01
18645,sylhet division,2005,1,29.6,9.8,0,80,0.5,1.6,6.2,41915,675761.6,687095.9,24.29,91.73,23,2005.01
18646,sylhet division,2006,1,29,10,0,80,0.5,1.4,7,41915,675761.6,687095.9,24.29,91.73,23,2006.01
18647,sylhet division,2007,1,28.6,8.2,0,81,0.3,0.5,4.5,41915,675761.6,687095.9,24.29,91.73,23,2007.01
18648,sylhet division,2008,1,27.8,11.2,32,83,0.4,1.8,5,41915,675761.6,687095.9,24.29,91.73,23,2008.01
18649,sylhet division,2009,1,28.2,10.7,0,82,3.4,0.4,6.2,41915,675761.6,687095.9,24.29,91.73,23,2009.01
18650,sylhet division,2010,1,31,8.7,0,84,2.7,1.4,5.7,41915,675761.6,687095.9,24.29,91.73,23,2010.01
18651,sylhet division,2011,1,28,8.6,6,82,2.9,0.8,5.6,41915,675761.6,687095.9,24.29,91.73,23,2011.01
18652,sylhet division,2012,1,29,10,3,79,2.7,2.3,4.8,41915,675761.6,687095.9,24.29,91.73,23,2012.01
18653,sylhet division,2013,1,29,7.5,0,80,2.4,0.2,6.5,41915,675761.6,687095.9,24.29,91.73,23,2013.01
18654,sylhet division,1948,2,31.7,11.5,27.81538462,71,0.735185185,2.9,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1948.02
18655,sylhet division,1949,2,34.5,11.4,1,67,0.735185185,1.6,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1949.02
18656,sylhet division,1950,2,30.9,11.6,62,81,0.735185185,2.7,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1950.02
18657,sylhet division,1951,2,32.8,9.7,0,79,0.735185185,1.2,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1951.02
18658,sylhet division,1952,2,34.1,11.7,0,78,0.735185185,2,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1952.02
18659,sylhet division,1953,2,32.8,11.1,9,84,0.735185185,1.7,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1953.02
18660,sylhet division,1954,2,31.7,13,73,83,0.735185185,1.9,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1954.02
18661,sylhet division,1955,2,32,8.1,0,76,0.735185185,0.7,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1955.02
18662,sylhet division,1956,2,33.8,8.3,0,76,0.735185185,0.9,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1956.02
18663,sylhet division,1957,2,30.6,10.7,82,84,0.735185185,2.4,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1957.02
18664,sylhet division,1958,2,30.3,11.2,129,81,0.735185185,3,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1958.02
18665,sylhet division,1959,2,29.8,9.8,52,77,0.735185185,1.7,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1959.02
18666,sylhet division,1960,2,33.7,10.7,0,71,0,1.5,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1960.02
18667,sylhet division,1961,2,30.4,10.2,0,72,0.6,2.6,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1961.02
18668,sylhet division,1962,2,31.5,11.1,60,75,0.4,1.6,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1962.02
18669,sylhet division,1963,2,33.4,10.9,5,69,0.2,0.3,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1963.02
18670,sylhet division,1964,2,33.9,11.9,84,79,0.2,1.6,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1964.02
18671,sylhet division,1965,2,30.6,10.8,82,82,0,1.1,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1965.02
18672,sylhet division,1966,2,33.3,11.7,0,75,0.1,0.6,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1966.02
18673,sylhet division,1967,2,32.4,12.5,0,75,0.4,0.8,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1967.02
18674,sylhet division,1968,2,30.2,9.5,0,77,0,2,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1968.02
18675,sylhet division,1969,2,34.4,10.2,0,76,0,0.9,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1969.02
18676,sylhet division,1970,2,31.1,10.8,6,83,0.6,1.4,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1970.02
18677,sylhet division,1971,2,31.6,8.9,0,75,0.1,1.3,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1971.02
18678,sylhet division,1972,2,31.1,9.7,42,80,0.4,1.6,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1972.02
18679,sylhet division,1973,2,32.2,12.1,108,80,0.8,2.6,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1973.02
18680,sylhet division,1974,2,37.2,9.4,9,75,0,0,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1974.02
18681,sylhet division,1975,2,28.9,11.4,19,75,0.4,1.5,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1975.02
18682,sylhet division,1976,2,29.4,11.5,19,75,0.4,1.5,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1976.02
18683,sylhet division,1977,2,31.1,11.2,51,84,0.4,1.2,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1977.02
18684,sylhet division,1978,2,28.8,6.5,19,75,0.4,1.5,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1978.02
18685,sylhet division,1979,2,31.7,15.6,7,81,0.4,0,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1979.02
18686,sylhet division,1980,2,29.4,12.2,4,75,0.4,0.3,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1980.02
18687,sylhet division,1981,2,28.9,11.9,19,75,0.4,1.5,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1981.02
18688,sylhet division,1982,2,30.5,13.5,72,83,0.4,0,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1982.02
18689,sylhet division,1983,2,31.5,12.8,22,75,0.4,0.5,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1983.02
18690,sylhet division,1984,2,33,11.6,12,65,0.4,0,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1984.02
18691,sylhet division,1985,2,31,11.9,46,75,0.4,0,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1985.02
18692,sylhet division,1986,2,30.3,11.5,2,58,0.6,1.2,8,41915,675761.6,687095.9,24.29,91.73,23,1986.02
18693,sylhet division,1987,2,32.8,12.5,2,62,0.7,1.3,8.5,41915,675761.6,687095.9,24.29,91.73,23,1987.02
18694,sylhet division,1988,2,30.8,13.1,40,65,0.9,2,8.4,41915,675761.6,687095.9,24.29,91.73,23,1988.02
18695,sylhet division,1989,2,31,12.6,18,73,0.9,1.6,8.3,41915,675761.6,687095.9,24.29,91.73,23,1989.02
18696,sylhet division,1990,2,30.5,13.6,20,77,0.4,2.7,7.1,41915,675761.6,687095.9,24.29,91.73,23,1990.02
18697,sylhet division,1991,2,33,14,37,78,0.4,1.5,8.2,41915,675761.6,687095.9,24.29,91.73,23,1991.02
18698,sylhet division,1992,2,26.8,12.4,40,77,0.3,2.1,6.8,41915,675761.6,687095.9,24.29,91.73,23,1992.02
18699,sylhet division,1993,2,30.5,13.4,77,75,0.6,1.9,7.4,41915,675761.6,687095.9,24.29,91.73,23,1993.02
18700,sylhet division,1994,2,30.4,11.2,39,69,0.3,1.5,8.1,41915,675761.6,687095.9,24.29,91.73,23,1994.02
18701,sylhet division,1995,2,29.6,12.1,32,69,0.1,1.9,6.6,41915,675761.6,687095.9,24.29,91.73,23,1995.02
18702,sylhet division,1996,2,31.4,11.9,38,73,0.7,1.4,9.4,41915,675761.6,687095.9,24.29,91.73,23,1996.02
18703,sylhet division,1997,2,31.2,11.3,19,75,0.9,2.2,7.2,41915,675761.6,687095.9,24.29,91.73,23,1997.02
18704,sylhet division,1998,2,31.1,12.7,1,73,0.8,2.4,7.5,41915,675761.6,687095.9,24.29,91.73,23,1998.02
18705,sylhet division,1999,2,33.4,12.5,0,73,0.5,0.9,8.9,41915,675761.6,687095.9,24.29,91.73,23,1999.02
18706,sylhet division,2000,2,29,12.1,31,75,0.6,3.1,6.8,41915,675761.6,687095.9,24.29,91.73,23,2000.02
18707,sylhet division,2001,2,32.2,12.2,131,76,0.6,1.9,8.4,41915,675761.6,687095.9,24.29,91.73,23,2001.02
18708,sylhet division,2002,2,34.5,11.8,0,74,0.7,0.9,9.8,41915,675761.6,687095.9,24.29,91.73,23,2002.02
18709,sylhet division,2003,2,31.8,12.4,4,75,0.6,1.8,8.8,41915,675761.6,687095.9,24.29,91.73,23,2003.02
18710,sylhet division,2004,2,32,11.4,0,73,0.7,1,8.4,41915,675761.6,687095.9,24.29,91.73,23,2004.02
18711,sylhet division,2005,2,31,14.4,71,72,0.9,1.6,8.3,41915,675761.6,687095.9,24.29,91.73,23,2005.02
18712,sylhet division,2006,2,34.8,15.9,3,73,1,1.6,7.8,41915,675761.6,687095.9,24.29,91.73,23,2006.02
18713,sylhet division,2007,2,30,13.3,68,78,0.5,2,6.4,41915,675761.6,687095.9,24.29,91.73,23,2007.02
18714,sylhet division,2008,2,31.2,11.1,24,76,0.6,1.5,6.7,41915,675761.6,687095.9,24.29,91.73,23,2008.02
18715,sylhet division,2009,2,33.2,12.4,1,71,3.9,0.7,8.5,41915,675761.6,687095.9,24.29,91.73,23,2009.02
18716,sylhet division,2010,2,32.2,10.7,0,69,3.5,2,7.5,41915,675761.6,687095.9,24.29,91.73,23,2010.02
18717,sylhet division,2011,2,32,12.4,7,74,3,1.1,7.7,41915,675761.6,687095.9,24.29,91.73,23,2011.02
18718,sylhet division,2012,2,33,10.2,0,65,3.8,0.7,7.6,41915,675761.6,687095.9,24.29,91.73,23,2012.02
18719,sylhet division,2013,2,33,12.1,9,72,3,1.6,7.5,41915,675761.6,687095.9,24.29,91.73,23,2013.02
18720,sylhet division,1948,3,35.6,16.8,77.8,67,1.07037037,3,7.525,41915,675761.6,687095.9,24.29,91.73,23,1948.03
18721,sylhet division,1949,3,36.7,16.8,58,63,1.07037037,1.9,7.525,41915,675761.6,687095.9,24.29,91.73,23,1949.03
18722,sylhet division,1950,3,34.5,15.9,16,79,1.07037037,3.5,7.525,41915,675761.6,687095.9,24.29,91.73,23,1950.03
18723,sylhet division,1951,3,36.1,16.9,45,74,1.07037037,4,7.525,41915,675761.6,687095.9,24.29,91.73,23,1951.03
18724,sylhet division,1952,3,35.3,15.2,91,74,1.07037037,3.5,7.525,41915,675761.6,687095.9,24.29,91.73,23,1952.03
18725,sylhet division,1953,3,35.3,19.5,114,80,1.07037037,4.1,7.525,41915,675761.6,687095.9,24.29,91.73,23,1953.03
18726,sylhet division,1954,3,36.3,14.9,95,72,1.07037037,1.6,7.525,41915,675761.6,687095.9,24.29,91.73,23,1954.03
18727,sylhet division,1955,3,35.9,16.4,126,70,1.07037037,2.5,7.525,41915,675761.6,687095.9,24.29,91.73,23,1955.03
18728,sylhet division,1956,3,34.8,16.9,193,73,1.07037037,3.2,7.525,41915,675761.6,687095.9,24.29,91.73,23,1956.03
18729,sylhet division,1957,3,35.6,14,3,73,1.07037037,2.1,7.525,41915,675761.6,687095.9,24.29,91.73,23,1957.03
18730,sylhet division,1958,3,37.4,14.6,14,69,1.07037037,1.7,7.525,41915,675761.6,687095.9,24.29,91.73,23,1958.03
18731,sylhet division,1959,3,36.8,15.3,185,71,1.07037037,2.2,7.525,41915,675761.6,687095.9,24.29,91.73,23,1959.03
18732,sylhet division,1960,3,37.7,14.7,0,69,0.2,2.2,7.525,41915,675761.6,687095.9,24.29,91.73,23,1960.03
18733,sylhet division,1961,3,33.9,19.8,0,77,1.1,3.2,7.525,41915,675761.6,687095.9,24.29,91.73,23,1961.03
18734,sylhet division,1962,3,36.7,15.2,2,61,0.2,0.3,7.525,41915,675761.6,687095.9,24.29,91.73,23,1962.03
18735,sylhet division,1963,3,36.1,15.3,89,67,0.4,1.4,7.525,41915,675761.6,687095.9,24.29,91.73,23,1963.03
18736,sylhet division,1964,3,35.9,18.5,84,73,0.5,2.4,7.525,41915,675761.6,687095.9,24.29,91.73,23,1964.03
18737,sylhet division,1965,3,34.4,14.5,70,70,0.1,1.6,7.525,41915,675761.6,687095.9,24.29,91.73,23,1965.03
18738,sylhet division,1966,3,36,16.9,83,69,0.8,2.6,7.525,41915,675761.6,687095.9,24.29,91.73,23,1966.03
18739,sylhet division,1967,3,32.7,16.7,376,72,0.9,3.8,7.525,41915,675761.6,687095.9,24.29,91.73,23,1967.03
18740,sylhet division,1968,3,35.8,16.3,0,64,0.5,2.9,7.525,41915,675761.6,687095.9,24.29,91.73,23,1968.03
18741,sylhet division,1969,3,35.5,17,80,69,0.1,3,7.525,41915,675761.6,687095.9,24.29,91.73,23,1969.03
18742,sylhet division,1970,3,36.1,17.2,97,64,1.5,3,7.525,41915,675761.6,687095.9,24.29,91.73,23,1970.03
18743,sylhet division,1971,3,36.1,14.9,29,69,0.2,1.1,7.525,41915,675761.6,687095.9,24.29,91.73,23,1971.03
18744,sylhet division,1972,3,35.5,15.8,90,68,1.1,2.3,7.525,41915,675761.6,687095.9,24.29,91.73,23,1972.03
18745,sylhet division,1973,3,36.6,15.4,16,71,0.4,1.7,7.525,41915,675761.6,687095.9,24.29,91.73,23,1973.03
18746,sylhet division,1974,3,35.5,16.5,39,69,0.9,2.5,7.525,41915,675761.6,687095.9,24.29,91.73,23,1974.03
18747,sylhet division,1975,3,36.1,14.9,0,69,0.4,1.3,7.525,41915,675761.6,687095.9,24.29,91.73,23,1975.03
18748,sylhet division,1976,3,33,16.8,68,69,0.8,2.2,7.525,41915,675761.6,687095.9,24.29,91.73,23,1976.03
18749,sylhet division,1977,3,35.5,18.9,0,77,0.8,1.1,7.525,41915,675761.6,687095.9,24.29,91.73,23,1977.03
18750,sylhet division,1978,3,35.6,14.8,33,69,0.8,1.2,7.525,41915,675761.6,687095.9,24.29,91.73,23,1978.03
18751,sylhet division,1979,3,35.6,19.9,24,72,0.8,0,7.525,41915,675761.6,687095.9,24.29,91.73,23,1979.03
18752,sylhet division,1980,3,33.3,17.4,53,69,0.8,0.9,7.525,41915,675761.6,687095.9,24.29,91.73,23,1980.03
18753,sylhet division,1981,3,33,17.2,68,69,0.8,2.2,7.525,41915,675761.6,687095.9,24.29,91.73,23,1981.03
18754,sylhet division,1982,3,36,14.8,31,81,0.8,0,7.525,41915,675761.6,687095.9,24.29,91.73,23,1982.03
18755,sylhet division,1983,3,34,17.9,364,69,0.8,1,7.525,41915,675761.6,687095.9,24.29,91.73,23,1983.03
18756,sylhet division,1984,3,37,18.3,0,58,0.8,0,7.525,41915,675761.6,687095.9,24.29,91.73,23,1984.03
18757,sylhet division,1985,3,36,21.3,91,69,0.7,0,7.525,41915,675761.6,687095.9,24.29,91.73,23,1985.03
18758,sylhet division,1986,3,38.3,17.3,20,51,1,1.7,7.7,41915,675761.6,687095.9,24.29,91.73,23,1986.03
18759,sylhet division,1987,3,34.6,17.5,65,64,1,3.4,7.3,41915,675761.6,687095.9,24.29,91.73,23,1987.03
18760,sylhet division,1988,3,33.9,18,208,66,1.2,3.3,7.7,41915,675761.6,687095.9,24.29,91.73,23,1988.03
18761,sylhet division,1989,3,35.5,16.5,29,68,1,2,8.2,41915,675761.6,687095.9,24.29,91.73,23,1989.03
18762,sylhet division,1990,3,35.3,15.8,285,74,0.7,4,6.1,41915,675761.6,687095.9,24.29,91.73,23,1990.03
18763,sylhet division,1991,3,36.5,18.6,8,71,0.7,2.2,8,41915,675761.6,687095.9,24.29,91.73,23,1991.03
18764,sylhet division,1992,3,35.6,20.5,33,71,1,1.9,7.5,41915,675761.6,687095.9,24.29,91.73,23,1992.03
18765,sylhet division,1993,3,34.7,15.7,50,70,0.4,1.4,7.7,41915,675761.6,687095.9,24.29,91.73,23,1993.03
18766,sylhet division,1994,3,33.6,18.6,244,71,0.6,2.9,7,41915,675761.6,687095.9,24.29,91.73,23,1994.03
18767,sylhet division,1995,3,37.8,15.3,47,62,0.3,1.3,7.8,41915,675761.6,687095.9,24.29,91.73,23,1995.03
18768,sylhet division,1996,3,35.2,19.3,135,73,1.7,3.4,8.7,41915,675761.6,687095.9,24.29,91.73,23,1996.03
18769,sylhet division,1997,3,34.5,18,57,72,1.9,2.7,7.9,41915,675761.6,687095.9,24.29,91.73,23,1997.03
18770,sylhet division,1998,3,33.8,15.2,103,72,0.8,3,7.9,41915,675761.6,687095.9,24.29,91.73,23,1998.03
18771,sylhet division,1999,3,36.7,17.6,26,64,1.3,1.7,8.4,41915,675761.6,687095.9,24.29,91.73,23,1999.03
18772,sylhet division,2000,3,33,17.6,228,78,0.7,3.1,7.5,41915,675761.6,687095.9,24.29,91.73,23,2000.03
18773,sylhet division,2001,3,36.3,16.1,100,73,0.6,1.9,7.6,41915,675761.6,687095.9,24.29,91.73,23,2001.03
18774,sylhet division,2002,3,35.7,16.2,147,71,0.7,2.3,8.2,41915,675761.6,687095.9,24.29,91.73,23,2002.03
18775,sylhet division,2003,3,34.2,16.1,65,71,0.9,3.1,7.8,41915,675761.6,687095.9,24.29,91.73,23,2003.03
18776,sylhet division,2004,3,35.3,19.4,10,69,1.4,2.4,7.8,41915,675761.6,687095.9,24.29,91.73,23,2004.03
18777,sylhet division,2005,3,35.3,19.3,162,76,1.3,3.6,6.6,41915,675761.6,687095.9,24.29,91.73,23,2005.03
18778,sylhet division,2006,3,37.7,17.6,1,64,0.8,1.6,7.4,41915,675761.6,687095.9,24.29,91.73,23,2006.03
18779,sylhet division,2007,3,34.7,15.1,69,71,0.8,1.2,7.7,41915,675761.6,687095.9,24.29,91.73,23,2007.03
18780,sylhet division,2008,3,34.4,18.7,39,76,0.9,3,6.3,41915,675761.6,687095.9,24.29,91.73,23,2008.03
18781,sylhet division,2009,3,38,16.9,47,67,3.4,2.5,6.9,41915,675761.6,687095.9,24.29,91.73,23,2009.03
18782,sylhet division,2010,3,37.7,19.4,48,64,4.5,2.8,7,41915,675761.6,687095.9,24.29,91.73,23,2010.03
18783,sylhet division,2011,3,33.6,17.6,56,70,3.4,2.6,6.5,41915,675761.6,687095.9,24.29,91.73,23,2011.03
18784,sylhet division,2012,3,36.9,18.3,17,66,4.4,1.7,7.5,41915,675761.6,687095.9,24.29,91.73,23,2012.03
18785,sylhet division,2013,3,35.5,17.4,31,67,3.2,1.8,8,41915,675761.6,687095.9,24.29,91.73,23,2013.03
18786,sylhet division,1948,4,35.1,20.9,206.8153846,74,1.187037037,4.1,7.571428571,41915,675761.6,687095.9,24.29,91.73,23,1948.04
18787,sylhet division,1949,4,33.9,20.9,360,78,1.187037037,5.3,7.571428571,41915,675761.6,687095.9,24.29,91.73,23,1949.04
18788,sylhet division,1950,4,37.6,20.1,214,78,1.187037037,3.6,7.571428571,41915,675761.6,687095.9,24.29,91.73,23,1950.04
18789,sylhet division,1951,4,36.8,19.9,227,79,1.187037037,5.2,7.571428571,41915,675761.6,687095.9,24.29,91.73,23,1951.04
18790,sylhet division,1952,4,43.3,20.6,111,77,1.187037037,4.5,7.571428571,41915,675761.6,687095.9,24.29,91.73,23,1952.04
18791,sylhet division,1953,4,36.2,21.1,262,75,1.187037037,4,7.571428571,41915,675761.6,687095.9,24.29,91.73,23,1953.04
